Curricular units 2nd sem (grade),Curricular units 1st sem (grade),Target
12.25,11.25,Enrolled
12.33333333,11.25,Dropout
12.5,11.25,Dropout
12.5,11.25,Graduate
13,11.25,Enrolled
13,11.25,Graduate
13.75,11.25,Graduate
12,11.27272727,Graduate
0,11.28571429,Dropout
10.33333333,11.28571429,Dropout
11.77777778,11.28571429,Enrolled
11.85714286,11.28571429,Graduate
12.2,11.28571429,Enrolled
12.25,11.28571429,Enrolled
12.33333333,11.28571429,Enrolled
13,11.28571429,Dropout
13.5,11.28571429,Graduate
12.6,11.29444444,Graduate
11.3,11.3,Graduate
11.325,11.325,Dropout
11.32857143,11.32857143,Dropout
0,11.33333333,Dropout
0,11.33333333,Dropout
0,11.33333333,Dropout
10.5,11.33333333,Enrolled
10.5,11.33333333,Graduate
10.57142857,11.33333333,Enrolled
10.66666667,11.33333333,Enrolled
10.83333333,11.33333333,Graduate
10.83333333,11.33333333,Enrolled
10.83333333,11.33333333,Graduate
11,11.33333333,Dropout
11,11.33333333,Enrolled
11,11.33333333,Enrolled
11.14285714,11.33333333,Dropout
11.2,11.33333333,Graduate
11.25,11.33333333,Dropout
11.33333333,11.33333333,Dropout
11.33333333,11.33333333,Graduate
11.33333333,11.33333333,Enrolled
11.33333333,11.33333333,Graduate
11.33333333,11.33333333,Graduate
11.4,11.33333333,Dropout
11.5,11.33333333,Graduate
11.5,11.33333333,Enrolled
11.5,11.33333333,Dropout
11.5,11.33333333,Dropout
11.57142857,11.33333333,Graduate
11.66666667,11.33333333,Graduate
11.75,11.33333333,Enrolled
11.83333333,11.33333333,Graduate
11.83333333,11.33333333,Graduate
12,11.33333333,Dropout
12,11.33333333,Graduate
12,11.33333333,Dropout
12.2,11.33333333,Graduate
12.25,11.33333333,Graduate
12.28571429,11.33333333,Graduate
12.28571429,11.33333333,Graduate
12.33333333,11.33333333,Graduate
12.33333333,11.33333333,Enrolled
12.4,11.33333333,Dropout
12.42857143,11.33333333,Graduate
12.6,11.33333333,Enrolled
12.6,11.33333333,Graduate
12.6,11.33333333,Enrolled
12.66666667,11.33333333,Graduate
13,11.33333333,Dropout
13,11.33333333,Graduate
13,11.33333333,Dropout
13.33333333,11.33333333,Enrolled
13.5,11.33333333,Enrolled
13.5,11.33333333,Dropout
13.66666667,11.33333333,Dropout
13.75,11.33333333,Dropout
14.75,11.33333333,Dropout
12,11.35714286,Graduate
12.84615385,11.35714286,Dropout
11.6,11.375,Graduate
11.8,11.375,Graduate
12.16666667,11.375,Enrolled
13.28571429,11.375,Graduate
13.8,11.375,Enrolled
10,11.4,Enrolled
10,11.4,Enrolled
10.25,11.4,Enrolled
10.75,11.4,Enrolled
10.8,11.4,Graduate
11,11.4,Dropout
11,11.4,Dropout
11,11.4,Dropout
11,11.4,Graduate
11,11.4,Enrolled
11,11.4,Graduate
11,11.4,Enrolled
11.16666667,11.4,Graduate
11.25,11.4,Graduate
11.33333333,11.4,Graduate
11.4,11.4,Graduate
11.5,11.4,Graduate
11.5,11.4,Graduate
11.6,11.4,Graduate
11.66666667,11.4,Dropout
11.66666667,11.4,Dropout
11.75,11.4,Dropout
11.8,11.4,Dropout
12.16666667,11.4,Graduate
12.2,11.4,Graduate
12.2,11.4,Dropout
12.33333333,11.4,Enrolled
12.4,11.4,Enrolled
12.4,11.4,Dropout
12.8,11.4,Graduate
12.83333333,11.4,Dropout
13.33333333,11.4,Enrolled
13.5,11.4,Dropout
13.66666667,11.4,Dropout
13.75,11.4,Dropout
11.9625,11.41666667,Graduate
11.07692308,11.42105263,Graduate
11,11.42857143,Dropout
11.2,11.42857143,Graduate
11.85714286,11.42857143,Enrolled
12,11.42857143,Dropout
13,11.42857143,Enrolled
11.425,11.4375,Enrolled
10.8,11.44444444,Dropout
11.54545455,11.45454545,Dropout
12.25,11.45454545,Dropout
11.58333333,11.46153846,Graduate
0,11.5,Dropout
0,11.5,Dropout
0,11.5,Enrolled
0,11.5,Dropout
0,11.5,Dropout
0,11.5,Dropout
10,11.5,Enrolled
10,11.5,Enrolled
10.33333333,11.5,Dropout
10.33333333,11.5,Enrolled
10.44444444,11.5,Dropout
10.5,11.5,Dropout
10.5,11.5,Dropout
10.5,11.5,Dropout
10.5,11.5,Enrolled
10.5,11.5,Dropout
10.5,11.5,Dropout
10.57142857,11.5,Dropout
10.6,11.5,Enrolled
10.66666667,11.5,Enrolled
10.66666667,11.5,Enrolled
10.75,11.5,Graduate
10.75,11.5,Enrolled
10.8,11.5,Dropout
10.85714286,11.5,Enrolled
11,11.5,Dropout
11,11.5,Dropout
11,11.5,Dropout
11,11.5,Dropout
11,11.5,Graduate
11,11.5,Dropout
11,11.5,Dropout
11,11.5,Dropout
11,11.5,Dropout
11,11.5,Enrolled
11,11.5,Enrolled
11,11.5,Dropout
11.16666667,11.5,Graduate
11.28571429,11.5,Graduate
11.33333333,11.5,Enrolled
11.4,11.5,Graduate
11.4,11.5,Enrolled
11.4375,11.5,Enrolled
11.5,11.5,Dropout
11.5,11.5,Dropout
11.6,11.5,Dropout
11.6,11.5,Graduate
11.66666667,11.5,Graduate
11.66666667,11.5,Dropout
11.66666667,11.5,Dropout
11.75,11.5,Graduate
11.75,11.5,Enrolled
11.8,11.5,Enrolled
12,11.5,Graduate
12,11.5,Dropout
12,11.5,Dropout
12,11.5,Enrolled
12,11.5,Enrolled
12.14285714,11.5,Graduate
12.16666667,11.5,Graduate
12.17647059,11.5,Graduate
12.2,11.5,Enrolled
12.2,11.5,Graduate
12.28571429,11.5,Graduate
12.33333333,11.5,Dropout
12.33333333,11.5,Graduate
12.33333333,11.5,Graduate
12.4,11.5,Graduate
12.4,11.5,Graduate
12.4,11.5,Graduate
12.4,11.5,Dropout
12.5,11.5,Dropout
12.6,11.5,Graduate
12.71428571,11.5,Enrolled
12.8,11.5,Graduate
12.8,11.5,Graduate
13,11.5,Dropout
13,11.5,Dropout
13.16666667,11.5,Enrolled
13.25,11.5,Graduate
13.28571429,11.5,Graduate
13.28571429,11.5,Graduate
13.5,11.5,Dropout
13.66666667,11.5,Dropout
13.75,11.5,Enrolled
14,11.5,Enrolled
14,11.5,Graduate
14.33333333,11.5,Enrolled
14.6,11.5,Graduate
12.4,11.53846154,Dropout
11.7,11.54545455,Enrolled
12.88888889,11.54545455,Graduate
11.61538462,11.55555556,Graduate
11.9,11.55555556,Enrolled
13.2,11.55555556,Dropout
0,11.57142857,Dropout
11,11.57142857,Dropout
11.57142857,11.57142857,Graduate
11.57142857,11.57142857,Dropout
11.57142857,11.57142857,Graduate
12,11.57142857,Enrolled
12.14285714,11.57142857,Graduate
12.33333333,11.57142857,Graduate
13,11.57142857,Dropout
13.16666667,11.57142857,Dropout
12.42,11.575,Enrolled
14.07142857,11.5875,Graduate
10,11.6,Dropout
10.75,11.6,Graduate
11,11.6,Enrolled
11,11.6,Dropout
11,11.6,Dropout
11,11.6,Dropout
11,11.6,Enrolled
11.16666667,11.6,Graduate
11.16666667,11.6,Graduate
11.2,11.6,Enrolled
11.2,11.6,Dropout
11.4,11.6,Graduate
11.5,11.6,Enrolled
11.5,11.6,Graduate
11.6,11.6,Graduate
11.6,11.6,Graduate
11.66666667,11.6,Enrolled
11.71428571,11.6,Graduate
11.75,11.6,Graduate
11.75,11.6,Graduate
11.8,11.6,Graduate
12,11.6,Graduate
12,11.6,Dropout
12,11.6,Dropout
12.2,11.6,Graduate
12.2,11.6,Enrolled
12.25,11.6,Enrolled
12.25,11.6,Dropout
12.33333333,11.6,Graduate
12.33333333,11.6,Graduate
12.5,11.6,Graduate
12.625,11.6,Graduate
12.66666667,11.6,Enrolled
12.8,11.6,Graduate
13,11.6,Graduate
13,11.6,Dropout
13,11.6,Enrolled
13,11.6,Dropout
13,11.6,Enrolled
13.2,11.6,Graduate
13.5,11.6,Graduate
13.6,11.6,Graduate
14.2,11.6,Graduate
14.2,11.6,Dropout
12.4125,11.605,Graduate
12.05555556,11.61111111,Graduate
14.0375,11.61428571,Graduate
12.54545455,11.61538462,Dropout
13,11.61666667,Enrolled
11,11.625,Enrolled
11.18181818,11.625,Graduate
11.2,11.625,Graduate
11.63571429,11.63571429,Enrolled
11.25,11.64285714,Dropout
12.41666667,11.65833333,Graduate
0,11.66666667,Dropout
10,11.66666667,Dropout
10,11.66666667,Dropout
10,11.66666667,Dropout
10.2,11.66666667,Graduate
10.33333333,11.66666667,Enrolled
10.5,11.66666667,Dropout
10.5,11.66666667,Dropout
10.5,11.66666667,Dropout
10.66666667,11.66666667,Dropout
10.8,11.66666667,Dropout
10.85714286,11.66666667,Dropout
11,11.66666667,Graduate
11,11.66666667,Enrolled
11,11.66666667,Dropout
11,11.66666667,Dropout
11,11.66666667,Graduate
11,11.66666667,Dropout
11.16666667,11.66666667,Graduate
11.25,11.66666667,Dropout
11.33333333,11.66666667,Dropout
11.33333333,11.66666667,Enrolled
11.33333333,11.66666667,Graduate
11.5,11.66666667,Dropout
11.5,11.66666667,Graduate
11.5,11.66666667,Graduate
11.5,11.66666667,Enrolled
11.5,11.66666667,Graduate
11.5,11.66666667,Graduate
11.6,11.66666667,Enrolled
11.66666667,11.66666667,Graduate
11.66666667,11.66666667,Enrolled
11.71428571,11.66666667,Graduate
11.75,11.66666667,Graduate
11.8,11.66666667,Enrolled
11.83333333,11.66666667,Graduate
11.83333333,11.66666667,Dropout
12,11.66666667,Dropout
12,11.66666667,Dropout
12,11.66666667,Graduate
12,11.66666667,Graduate
12,11.66666667,Enrolled
12,11.66666667,Enrolled
12,11.66666667,Dropout
12.16666667,11.66666667,Enrolled
12.2,11.66666667,Graduate
12.2,11.66666667,Graduate
12.2,11.66666667,Graduate
12.25,11.66666667,Graduate
12.33333333,11.66666667,Graduate
12.33333333,11.66666667,Graduate
12.33333333,11.66666667,Dropout
12.33333333,11.66666667,Dropout
12.5,11.66666667,Enrolled
12.5,11.66666667,Dropout
12.55555556,11.66666667,Graduate
12.6,11.66666667,Graduate
12.66666667,11.66666667,Graduate
12.66666667,11.66666667,Graduate
12.75,11.66666667,Graduate
13,11.66666667,Enrolled
13,11.66666667,Graduate
13,11.66666667,Graduate
13.2,11.66666667,Graduate
13.2,11.66666667,Graduate
13.5,11.66666667,Enrolled
13.5,11.66666667,Enrolled
13.625,11.66666667,Enrolled
13.66666667,11.66666667,Graduate
14,11.66666667,Graduate
13.8,11.67777778,Graduate
13.0375,11.67857143,Graduate
11.68,11.68,Graduate
11.68333333,11.68333333,Graduate
11.14285714,11.6875,Graduate
11.69,11.69,Graduate
11.70571429,11.70571429,Enrolled
10.375,11.71428571,Enrolled
10.66666667,11.71428571,Dropout
11,11.71428571,Graduate
11.33333333,11.71428571,Dropout
11.5,11.71428571,Dropout
11.75,11.71428571,Graduate
11.83333333,11.71428571,Graduate
12,11.71428571,Graduate
12,11.71428571,Graduate
12.6,11.71428571,Graduate
12.625,11.71428571,Graduate
12.75,11.71428571,Graduate
14.66666667,11.71428571,Graduate
10.868,11.71666667,Graduate
13.7,11.71666667,Enrolled
11.72142857,11.72142857,Graduate
12,11.72727273,Graduate
12,11.72727273,Dropout
11.88888889,11.73333333,Graduate
0,11.75,Dropout
0,11.75,Dropout
0,11.75,Dropout
0,11.75,Dropout
10,11.75,Dropout
10,11.75,Dropout
10,11.75,Dropout
10.33333333,11.75,Dropout
10.4,11.75,Graduate
10.5,11.75,Enrolled
10.5,11.75,Enrolled
10.83333333,11.75,Enrolled
11,11.75,Graduate
11,11.75,Enrolled
11.14285714,11.75,Dropout
11.2,11.75,Enrolled
11.33333333,11.75,Enrolled
11.5,11.75,Dropout
11.6,11.75,Graduate
11.725,11.75,Enrolled
11.8,11.75,Graduate
11.8,11.75,Graduate
12,11.75,Graduate
12.16666667,11.75,Dropout
12.22222222,11.75,Dropout
12.25,11.75,Dropout
12.33333333,11.75,Enrolled
12.57142857,11.75,Graduate
12.66666667,11.75,Graduate
12.8,11.75,Enrolled
13.16666667,11.75,Dropout
13.33333333,11.75,Graduate
13.4,11.75,Graduate
13.5,11.75,Dropout
13.66666667,11.75,Enrolled
13.08333333,11.75714286,Enrolled
11.92857143,11.76923077,Graduate
12.33,11.7725,Graduate
13.66666667,11.77777778,Dropout
11.78571429,11.78571429,Graduate
0,11.8,Dropout
10.4,11.8,Graduate
10.5,11.8,Dropout
10.66666667,11.8,Graduate
11,11.8,Graduate
11,11.8,Dropout
11.25,11.8,Enrolled
11.25,11.8,Enrolled
11.4,11.8,Dropout
11.44444444,11.8,Enrolled
11.5,11.8,Graduate
11.5,11.8,Enrolled
11.5,11.8,Enrolled
11.5,11.8,Dropout
11.6,11.8,Graduate
11.6,11.8,Graduate
11.6,11.8,Graduate
11.6,11.8,Graduate
11.6,11.8,Graduate
11.66666667,11.8,Enrolled
11.70833333,11.8,Enrolled
11.83333333,11.8,Graduate
11.83333333,11.8,Enrolled
11.875,11.8,Dropout
12,11.8,Graduate
12,11.8,Graduate
12,11.8,Enrolled
12,11.8,Dropout
12,11.8,Enrolled
12,11.8,Enrolled
12.2,11.8,Graduate
12.2,11.8,Enrolled
12.33333333,11.8,Graduate
12.4,11.8,Enrolled
12.4,11.8,Graduate
12.6,11.8,Graduate
12.66666667,11.8,Graduate
13,11.8,Enrolled
13.2,11.8,Graduate
13.25,11.8,Graduate
13.28571429,11.8,Graduate
13.71428571,11.8,Dropout
14,11.8,Graduate
13.54285714,11.81428571,Graduate
11.33333333,11.81666667,Enrolled
11.82,11.82,Graduate
12.9125,11.82857143,Graduate
11.832,11.832,Dropout
10,11.83333333,Dropout
10,11.83333333,Dropout
10.4,11.83333333,Enrolled
10.75,11.83333333,Graduate
11,11.83333333,Dropout
11,11.83333333,Dropout
11,11.83333333,Graduate
11.14285714,11.83333333,Dropout
11.25,11.83333333,Enrolled
11.36363636,11.83333333,Graduate
11.5,11.83333333,Graduate
11.5,11.83333333,Dropout
11.5,11.83333333,Enrolled
11.66666667,11.83333333,Enrolled
11.83333333,11.83333333,Enrolled
11.83333333,11.83333333,Enrolled
11.85714286,11.83333333,Graduate
12,11.83333333,Enrolled
12.16666667,11.83333333,Graduate
12.22857143,11.83333333,Graduate
12.28571429,11.83333333,Graduate
12.46153846,11.83333333,Graduate
12.5,11.83333333,Enrolled
12.7,11.83333333,Graduate
12.8,11.83333333,Graduate
12.85714286,11.83333333,Graduate
12.875,11.83333333,Graduate
13,11.83333333,Dropout
13,11.83333333,Graduate
13,11.83333333,Graduate
13,11.83333333,Graduate
13.16666667,11.83333333,Graduate
13.2,11.83333333,Dropout
13.25,11.83333333,Enrolled
13.33333333,11.83333333,Enrolled
13.75,11.83333333,Graduate
13.8,11.83333333,Graduate
14,11.83333333,Enrolled
14.33333333,11.83333333,Enrolled
14.71428571,11.83333333,Enrolled
12.48125,11.8375,Graduate
12,11.84615385,Graduate
13.65,11.85,Graduate
10.57142857,11.85714286,Enrolled
11,11.85714286,Graduate
11.5,11.85714286,Graduate
11.66666667,11.85714286,Graduate
11.7,11.85714286,Enrolled
11.85714286,11.85714286,Graduate
11.85714286,11.85714286,Graduate
12,11.85714286,Graduate
13.14285714,11.85714286,Graduate
12,11.875,Graduate
12.33333333,11.875,Graduate
12.83333333,11.875,Dropout
14.42857143,11.875,Graduate
14.6,11.875,Graduate
11.46153846,11.88888889,Graduate
11.6,11.88888889,Dropout
11.95625,11.88888889,Graduate
12.92307692,11.89473684,Graduate
11,11.9,Dropout
12.25,11.9,Graduate
12.8,11.9,Enrolled
10.72727273,11.90909091,Graduate
0,11.91666667,Dropout
11.25,11.91666667,Dropout
13.18181818,11.91666667,Graduate
12.5,11.92307692,Dropout
12.2,11.94,Dropout
12.8,11.94,Enrolled
11.95,11.95,Dropout
12.04285714,11.95,Enrolled
0,11.96,Dropout
13.04444444,11.9625,Graduate
11.96666667,11.96666667,Graduate
11.97142857,11.97142857,Graduate
11.97142857,11.97142857,Enrolled
14.4375,11.97142857,Graduate
12.65125,11.9725,Graduate
13.12857143,11.975,Graduate
13.75,11.975,Graduate
11.98,11.98,Enrolled
13.225,11.98,Graduate
12.28125,11.98333333,Graduate
11.98857143,11.98857143,Graduate
12.43142857,11.99444444,Graduate
0,12,Dropout
0,12,Dropout
0,12,Dropout
0,12,Dropout
0,12,Dropout
0,12,Dropout
0,12,Dropout
0,12,Enrolled
0,12,Dropout
0,12,Dropout
0,12,Dropout
0,12,Dropout
0,12,Dropout
0,12,Dropout
0,12,Dropout
0,12,Dropout
0,12,Dropout
0,12,Dropout
0,12,Dropout
10,12,Dropout
10,12,Dropout
10,12,Dropout
10,12,Dropout
10,12,Dropout
10.2,12,Enrolled
10.25,12,Enrolled
10.33333333,12,Enrolled
10.33333333,12,Enrolled
10.33333333,12,Dropout
10.5,12,Enrolled
10.5,12,Dropout
10.5,12,Enrolled
10.5,12,Dropout
10.5,12,Dropout
10.5,12,Dropout
10.66666667,12,Dropout
10.66666667,12,Dropout
10.66666667,12,Dropout
10.75,12,Enrolled
10.75,12,Enrolled
10.75,12,Dropout
10.8,12,Enrolled
10.8,12,Graduate
10.8,12,Dropout
11,12,Enrolled
11,12,Dropout
11,12,Enrolled
11,12,Dropout
11,12,Enrolled
11,12,Dropout
11,12,Enrolled
11,12,Graduate
11,12,Dropout
11,12,Dropout
11,12,Dropout
11,12,Enrolled
11,12,Dropout
11,12,Dropout
11,12,Dropout
11,12,Dropout
11,12,Dropout
11,12,Graduate
11,12,Dropout
11.14285714,12,Enrolled
11.16666667,12,Graduate
11.18181818,12,Enrolled
11.2,12,Dropout
11.2,12,Graduate
11.2,12,Graduate
11.22222222,12,Graduate
11.25,12,Enrolled
11.25,12,Enrolled
11.25,12,Graduate
11.25,12,Dropout
11.28571429,12,Graduate
11.33333333,12,Enrolled
11.33333333,12,Dropout
11.33333333,12,Dropout
11.33333333,12,Dropout
11.33333333,12,Dropout
11.33333333,12,Dropout
11.33333333,12,Enrolled
11.4,12,Graduate
11.4,12,Enrolled
11.4,12,Graduate
11.4,12,Graduate
11.4,12,Graduate
11.5,12,Dropout
11.5,12,Graduate
11.5,12,Graduate
11.5,12,Enrolled
11.5,12,Graduate
11.5,12,Enrolled
11.57142857,12,Dropout
11.57142857,12,Graduate
11.6,12,Graduate
11.6,12,Graduate
11.6,12,Dropout
11.6,12,Graduate
11.66666667,12,Graduate
11.66666667,12,Graduate
11.66666667,12,Dropout
11.66666667,12,Dropout
11.66666667,12,Enrolled
11.71428571,12,Graduate
11.75,12,Enrolled
11.8,12,Dropout
11.8,12,Dropout
11.83333333,12,Graduate
11.83333333,12,Dropout
12,12,Graduate
12,12,Enrolled
12,12,Enrolled
12,12,Dropout
12,12,Graduate
12,12,Dropout
12,12,Graduate
12,12,Graduate
12,12,Dropout
12,12,Dropout
12,12,Enrolled
12,12,Dropout
12,12,Dropout
12,12,Dropout
12,12,Dropout
12.14285714,12,Dropout
12.14285714,12,Graduate
12.14285714,12,Enrolled
12.16666667,12,Enrolled
12.16666667,12,Dropout
12.2,12,Graduate
12.25,12,Enrolled
12.28571429,12,Enrolled
12.30769231,12,Graduate
12.33333333,12,Graduate
12.33333333,12,Graduate
12.33333333,12,Enrolled
12.4,12,Enrolled
12.4,12,Graduate
12.42857143,12,Graduate
12.5,12,Dropout
12.5,12,Graduate
12.5,12,Graduate
12.5,12,Enrolled
12.5,12,Enrolled
12.5,12,Graduate
12.5,12,Graduate
12.5,12,Enrolled
12.5,12,Enrolled
12.5,12,Enrolled
12.5,12,Graduate
12.55555556,12,Graduate
12.5625,12,Dropout
12.6,12,Graduate
12.6,12,Graduate
12.625,12,Enrolled
12.66666667,12,Enrolled
12.66666667,12,Graduate
12.66666667,12,Enrolled
12.66666667,12,Graduate
12.66666667,12,Dropout
12.66666667,12,Enrolled
12.75,12,Enrolled
12.75,12,Dropout
12.75,12,Enrolled
12.75,12,Graduate
12.75,12,Graduate
12.8,12,Graduate
12.8,12,Graduate
12.8,12,Graduate
12.83333333,12,Graduate
12.83333333,12,Graduate
12.83333333,12,Graduate
12.85714286,12,Graduate
12.85714286,12,Graduate
12.85714286,12,Graduate
13,12,Graduate
13,12,Graduate
13,12,Enrolled
13,12,Graduate
13,12,Enrolled
13,12,Enrolled
13,12,Dropout
13,12,Graduate
13,12,Dropout
13,12,Graduate
13.2,12,Graduate
13.2,12,Dropout
13.25,12,Graduate
13.33333333,12,Graduate
13.4,12,Graduate
13.42857143,12,Enrolled
13.42857143,12,Graduate
13.5,12,Enrolled
13.57142857,12,Graduate
13.6,12,Graduate
13.625,12,Graduate
13.66666667,12,Enrolled
14,12,Graduate
14,12,Graduate
14.66666667,12,Dropout
14.8,12,Graduate
14.83333333,12,Graduate
15,12,Dropout
15,12,Graduate
12.002,12.002,Dropout
13.75,12.03571429,Enrolled
11.77142857,12.04,Enrolled
12.04142857,12.04142857,Graduate
12.04285714,12.04285714,Graduate
12.07142857,12.07142857,Graduate
12.27272727,12.07142857,Graduate
12.09090909,12.07692308,Graduate
12.08285714,12.08285714,Graduate
12.08428571,12.08428571,Graduate
12,12.09090909,Graduate
0,12.1,Dropout
12.6,12.1,Dropout
12.61666667,12.1,Enrolled
13.33333333,12.1,Graduate
12.11428571,12.11428571,Graduate
11.50625,12.12142857,Graduate
12,12.125,Enrolled
12.71428571,12.125,Graduate
13.3125,12.125,Enrolled
13.57142857,12.125,Graduate
14.42857143,12.125,Graduate
13.32857143,12.13571429,Graduate
12.91111111,12.1375,Graduate
0,12.14285714,Dropout
11.16666667,12.14285714,Graduate
11.33333333,12.14285714,Graduate
11.66666667,12.14285714,Graduate
12.25,12.14285714,Dropout
12.85714286,12.14285714,Graduate
13.14285714,12.14285714,Graduate
13.33333333,12.14285714,Graduate
13.375,12.14285714,Dropout
13.6,12.14285714,Graduate
13.66666667,12.14285714,Graduate
11.90909091,12.15384615,Enrolled
12.9,12.15384615,Dropout
11.34,12.16,Dropout
12.16,12.16,Enrolled
12.16,12.16,Graduate
13.4,12.16,Enrolled
13.825,12.1625,Graduate
0,12.16666667,Dropout
0,12.16666667,Dropout
10.33333333,12.16666667,Dropout
11,12.16666667,Dropout
11,12.16666667,Graduate
11.2,12.16666667,Enrolled
11.33333333,12.16666667,Graduate
11.66666667,12.16666667,Dropout
11.66666667,12.16666667,Graduate
11.66666667,12.16666667,Dropout
11.66666667,12.16666667,Graduate
11.675,12.16666667,Dropout
11.71428571,12.16666667,Graduate
11.75,12.16666667,Graduate
12,12.16666667,Graduate
12,12.16666667,Dropout
12,12.16666667,Graduate
12,12.16666667,Enrolled
12,12.16666667,Dropout
12.14285714,12.16666667,Graduate
12.14285714,12.16666667,Graduate
12.16666667,12.16666667,Graduate
12.16666667,12.16666667,Graduate
12.33333333,12.16666667,Graduate
12.4,12.16666667,Dropout
12.42857143,12.16666667,Graduate
12.5,12.16666667,Graduate
12.5,12.16666667,Enrolled
12.66666667,12.16666667,Graduate
12.75,12.16666667,Enrolled
12.75,12.16666667,Graduate
13,12.16666667,Graduate
13,12.16666667,Graduate
13.16666667,12.16666667,Graduate
13.28571429,12.16666667,Graduate
13.3,12.16666667,Dropout
13.5,12.16666667,Graduate
13.5,12.16666667,Graduate
13.66666667,12.16666667,Graduate
